ip_hash,group,map_pref,map_pref_explain,first_map,bivariate_highVax_highCase_duration,bivariate_highVax_highCase_state,bivariate_highVax_highCase_difficulty,bivariate_highVax_highCase_difficulty_explain,univariate_highVax_highCase_duration,univariate_highVax_highCase_state,univariate_highVax_highCase_difficulty,univariate_highVax_highCase_difficulty_explain,bivariate_highVax_lowCase_duration,bivariate_highVax_lowCase_state,bivariate_highVax_lowCase_difficulty,bivariate_highVax_lowCase_difficulty_explain,univariate_highVax_highCase_GRADE,bivariate_lowVax_highCase_duration,bivariate_lowVax_highCase_state,bivariate_lowVax_highCase_difficulty,bivariate_lowVax_highCase_difficulty_explain,univariate_highVax_lowCase_duration,univariate_highVax_lowCase_state,univariate_highVax_lowCase_difficulty,univariate_highVax_lowCase_difficulty_explain,bivariate_lowVax_lowCase_duration,bivariate_lowVax_lowCase_state,bivariate_lowVax_lowCase_difficulty,bivariate_lowVax_lowCase_difficulty_explain,univariate_highVax_lowCase_GRADE,univariate_lowVax_highCase_duration,univariate_lowVax_highCase_state,univariate_lowVax_highCase_difficulty,univariate_lowVax_highCase_difficulty_explain,univariate_lowVax_highCase_GRADE,univariate_lowVax_lowCase_duration,univariate_lowVax_lowCase_state,univariate_lowVax_lowCase_difficulty,univariate_lowVax_lowCase_difficulty_explain,univariate_lowVax_lowCase_GRADE,bivariate_highVax_highCase_GRADE,bivariate_highVax_lowCase_GRADE,bivariate_lowVax_highCase_GRADE,bivariate_lowVax_lowCase_GRADE
79624a0d0a397f69ce344178ac3ba0f476548c73880a1f298198ecbb67dfd3e8,h,bivariate,combined,bivariate,13.119,Washington,1.0,simple,9.281,Arizona,1.0,fine,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
835411f74071b4b0f29f045af113f8a4451a09bd34f3e467317cdbed13a03ef5,h,bivariate,Less confusing,bivariate,34.088,South Dakota,3.0,3,66.699,Wyoming,3.0,3,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
93c6b5239f2dabff702a4183923be3903c200515e28510bd0572fc4d54dee2aa,h,univariate,It was easier to compre,bivariate,10.515,Washington,1.0,It was easy,8.885,Oregon,1.0,"Easy 
",,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4b47d9c88d719d584e07f213e773d5397e3112b5119de39e7c4e24c4e4b5c54,h,univariate,When overlapped it was harder to decide.,bivariate,6.565,Kentucky,3.0,Picked the most dark colored state.,5.718,Tennessee,4.0,Picked the darkest red state.,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
a936da6933f5ae75e1d9cc07e70bcc9633c57ff08abfd943fbddd6d3917b6de7,h,univariate,compare,bivariate,0.707,Arkansas,1.0,Good,0.753,Wyoming,1.0,Nice,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
af2cb37d1cfd1a02642723fb75fcce22e0b9548ad90559f76e3e05cd172838b5,h,bivariate,Comparing the two maps was difficult and confusing.,bivariate,9.689,Tennessee,2.0,The key made it easy to find the color that corresponded with a high rate of participation.,42.649,Oregon,3.0,It was necessary to compare the two maps.,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
b054c774ef7cd2285ef81315ebdded8275de859e6a0530d588e4bd7b46ab81c0,h,bivariate,easy to show the different,bivariate,7.552,Colorado,1.0,because show the black color,8.616,Colorado,1.0,Color is very clear.,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4fdb4ba1dd4e6b4a3672cb195b0eee6efda33f1457da43a0c99b58c48105fc7,h,bivariate,A combination of both.,bivariate,6.826,Utah,1.0,My opinion.,28.804,Arizona,1.0,My opinion.,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
c7f06021b07bd2b8b62446adde623415a2b90e9f73c908e3106889bfb5a4d083,h,bivariate,the one map view really only works if you are trying to combine the two if you want each separate the two map view would be better,bivariate,2.248,Kentucky,1.0,pretty easy kentucky had the most dark red squares as far as i could tell with tennessee a close 2nd,31.32,Florida,3.0,its hard to tell when they arent overlaid,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
d7b3492eab84baa3e9774502835dedaf1865620a9e4a74a570bfeb96c96207d8,h,univariate,The other option can be confusing for some.,bivariate,11.487,Kentucky,3.0,That seems like the spot,6.461,Wyoming,3.0,That is the spot,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
e19a292547b78a05199a10c671479b7274199f187c1f47638c0d083fddd3d672,h,bivariate,easier to pinpoint,bivariate,10.128,Wyoming,3.0,lots of colors,13.033,Florida,3.0,somewhat difficult,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
f32c6d14c792361626dfa23451b7f3d63aa771cb6f97974b4ff6a15f7600c40e,h,univariate,It was easier to separate the information and put them together as needed.,bivariate,31.72,Washington,2.0,The legend was easy to read.,19.722,Washington,2.0,The state met both criteria and was easy to find,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4f5a322286baf685ebbab5719c305fa85be4a60bdf3f1cac129a09df363d0d0,h,univariate,Very unique and innovative,bivariate,2.642,Wyoming,1.0,Very easy to find,1.385,Wyoming,1.0,Very easy to find,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ff9eb2e1fedd7a4e3e63a25fcd81d017547999f0c1372f6cb312d6ef4e839d7f,h,bivariate,easier to distinguish areas listed,bivariate,2.209,California,1.0,easy to detect,5.247,New York,1.0,the colors stand out,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0730b595af54db20d25b20fea27fae0885eeb935b74029aa126907b5bda50790,c,bivariate,It has many colors and it is nice,univariate,,,,,,,,,,,,,,183.935,Colorado,1.0,It wasn't difficult because I could just click on something,1.262,Virginia,3.0,It was alittle difficult.,,,,,0.0,,,,,,,,,,,,,,
0a64c33afcdaac3f273052b05254a5270cce9799b42df0c33a394f78e1ed9f73,c,univariate,more clear,univariate,,,,,,,,,,,,,,8.676,Florida,3.0,3,7.374,Florida,3.0,3,,,,,0.0,,,,,,,,,,,,,,
0db1defbb73e84b5955396f9806cff17b4ada3eb3516b664ce8deecfc8e54d89,c,univariate,It's harder for me to incorporate the two into one.,univariate,,,,,,,,,,,,,,4.085,Oregon,3.0,Instructions not clear enough. Is the answer to both on the same chart?,3.822,Maine,3.0,Didn't have time to answer the second part of the question,,,,,1.0,,,,,,,,,,,,,,
13e2a3f8fb3a12de264990ae2a21a7706f2e60e2309358574e758389b403a515,c,bivariate,One is easier,univariate,,,,,,,,,,,,,,17.866,Utah,4.0,not too clear,14.133,Arizona,3.0,Somewhat easy,,,,,1.0,,,,,,,,,,,,,,
222c4673094f5b6fb9cd9da1638dd1e9aee3b39b056ecbe48370264133d66982,c,univariate,less cluttered,univariate,,,,,,,,,,,,,,47.036,Oregon,4.0,cluttered,6.337,Wyoming,1.0,easy,,,,,0.0,,,,,,,,,,,,,,
2888ab38bb068444bbda25348ac55873cb23b6baf80ef59ca55684ebbdd92d22,c,bivariate,easier,univariate,,,,,,,,,,,,,,5.615,Maine,3.0,medium,6.144,Arizona,3.0,medium,,,,,1.0,,,,,,,,,,,,,,
60e93a0967da17e773f185c723157619b0d12fd7e057e384785a3673a40b533d,c,univariate,There was two separate keys which made it significantly easier to decode.,univariate,,,,,,,,,,,,,,7.944,Wyoming,4.0,I couldn't understand that key very easily so I may have selected the wrong state.,3.847,Wyoming,3.0,For these maps there was more information to search for which made it take a little longer to answer.,,,,,0.0,,,,,,,,,,,,,,
6ee09895e3c4894390ead9bdd02cba4ce686079f419335f0b018e8ea8198a7f6,c,univariate,easier,univariate,,,,,,,,,,,,,,3.576,New York,2.0,most green,7.024,Tennessee,1.0,most red,,,,,0.0,,,,,,,,,,,,,,
705593311c4aa01939520f99dbf07d04d90b867c43f06445fee107f5fa4225b8,c,univariate,EASIER,univariate,,,,,,,,,,,,,,7.769,Nebraska,1.0,EASY,8.943,New York,3.0,WASJUST OK,,,,,1.0,,,,,,,,,,,,,,
721cc4b1330aeab1caec80d8fb5b7fc164c0b083dd91ec09943a5b8700e44437,c,bivariate,"It was easier to use the key/legend, rather than trying to piece two data sets together.",univariate,,,,,,,,,,,,,,29.245,Nebraska,1.0,It was very clear to use the key/legend and pick the state that had the most light green counties.,34.036,Massachusetts,3.0,It was harder to compare between maps.,,,,,1.0,,,,,,,,,,,,,,
737c2c9b6b5a73265c8705c0a250b58d961b9dc111cc0b7a79f7821c57a28de1,c,univariate,idk,univariate,,,,,,,,,,,,,,2.407,Florida,4.0,idk,6.511,Wyoming,4.0,idk,,,,,0.0,,,,,,,,,,,,,,
79eef37e1a3c6e0a2d01ad6a81fd7f79c8d7063b51326989bfa85e9241b54f62,c,univariate,"two different, each mostly one color, instead of one map with a mixture of colors",univariate,,,,,,,,,,,,,,6.504,Utah,1.0,easy to see the black color in the map,17.416,Maine,1.0,easy to see the green color in the map,,,,,1.0,,,,,,,,,,,,,,
79fb602f5ad306654686a0651c96cc20f76b0b2cf844c0d2e0ffb9cfa9cf4b29,c,univariate,It was better to see a major difference and know exactly which states are viewing the most watch sports games and participating in youth activities.,univariate,,,,,,,,,,,,,,75.624,Alabama,2.0,I try to analyze the states by comparing which is the lowest and highest of each category being asked.,26.748,Maine,1.0,Because I compare the numbers of the highest and lowest of each category.,,,,,1.0,,,,,,,,,,,,,,
7e894f0bff91ef0487d85f2c50015a9720c308d3b040bc9f705857e6c50fb087,c,univariate,simpler format,univariate,,,,,,,,,,,,,,10.906,Nevada,4.0,was a bit confusing,3.212,New York,1.0,was fun using colors,,,,,1.0,,,,,,,,,,,,,,
8a4a21fa8367134b2d9400b503d6100162af0cc67b14ebb31cbc184a3b38e73e,c,univariate,It was harder to see the information with it all on one map,univariate,,,,,,,,,,,,,,38.973,Colorado,3.0,It was a little difficult to get both on this map,9.573,Wyoming,1.0,It had high basketball watching and low youth rates,,,,,0.0,,,,,,,,,,,,,,
9063b7545fe81b33a21cf8afd255299329ff94648990a1f88e240e366b6991e6,c,bivariate,its better to see,univariate,,,,,,,,,,,,,,2.02,Wyoming,1.0,the colors,11.662,Georgia,1.0,the color,,,,,0.0,,,,,,,,,,,,,,
945d5ea8fca0579591eb68ef7e62a1e33577a6cc0926cef125a3c8c345a50698,c,univariate,I like it all very much thank you very much,univariate,,,,,,,,,,,,,,44.0,Florida,4.0,I like it all very much thank you very much,8.88,Maine,4.0,I like it all very much thank you very much,,,,,1.0,,,,,,,,,,,,,,
96bccd68441f65ea2b3f38955876664f9bd112a8595167a1d355f288a5b200a9,c,univariate,Easier to read,univariate,,,,,,,,,,,,,,37.94,Wyoming,2.0,Easy,14.614,Maine,3.0,Eh,,,,,1.0,,,,,,,,,,,,,,
a1f0a6bc4c9f0ea32c745fa777f1123fa046509c90a32960779d37eb07464152,c,univariate,It's just easier for me.,univariate,,,,,,,,,,,,,,13.087,Utah,3.0,The key is kinda hard to read.,4.744,Maine,1.0,It's easy.,,,,,1.0,,,,,,,,,,,,,,
a863ac19583e23d3cd7c70f10c5528f765bcad67593d51baf90daa3ff96034c5,c,univariate,It's easier for me to differentiate,univariate,,,,,,,,,,,,,,27.012,Washington,3.0,It was a little more difficult to see the different color combinations,15.091,Maine,2.0,Not that difficult,,,,,1.0,,,,,,,,,,,,,,
a91add3b1d321e3398a37183204d04c8028378e1348998d442ee693a896b9672,c,bivariate,seemed easier to answer correctly with both things shown in one map,univariate,,,,,,,,,,,,,,17.189,Nebraska,1.0,Nebraska seemed to be the state,8.208,Tennessee,1.0,Tennessee seemed to have the highest number,,,,,0.0,,,,,,,,,,,,,,
a96af144c44833dcaebb6e0d17887949421d2929cda26f14921c6f886581690e,c,univariate,easier to see,univariate,,,,,,,,,,,,,,1.842,New Hampshire,3.0,a lot of green,1.728,Tennessee,3.0,the state was colored very red,,,,,0.0,,,,,,,,,,,,,,
ad3aa420ae9d43d2699d817e9f4e6a62838460c4ff4975718e179947b8171760,c,univariate,It was easier to read,univariate,,,,,,,,,,,,,,5.489,Nebraska,4.0,"Hard to see the different colors they blended 
together",9.616,Arizona,3.0,"It was easy to see the colors 
",,,,,1.0,,,,,,,,,,,,,,
bda5138bfe00527c7db45d99d850968861599e0c089f8db849ef2cfc9924e0f3,c,univariate,easier to see each statistic,univariate,,,,,,,,,,,,,,5.574,Wyoming,4.0,difficult to see,3.199,Arizona,2.0,easy to see state borders,,,,,1.0,,,,,,,,,,,,,,
c4b5ac81a8fcc28fc4f859ac409209ae6eadf712b61ae91f85dc265c72d21e88,c,univariate,Two different questions are better answered by two separate maps. the single map makes it very difficult to properly analyze the data.,univariate,,,,,,,,,,,,,,18.426,California,5.0,Really need more time and a larger map to properly assess the details,7.577,Arizona,5.0,Too much detail to make an accurate assessment,,,,,1.0,,,,,,,,,,,,,,
cd6d5358fce4f258bec33b62063ecc71bd0dff93e21b687d090bd5831c60863c,c,bivariate,The one map had more color guides to use to determine the answer the question.,univariate,,,,,,,,,,,,,,43.602,Washington,2.0,One of the questions was for a high concentration of the color grey the other was for a high concentration of the color dark purple.,20.713,New Mexico,1.0,The grey area represented the answer to the question.,,,,,0.0,,,,,,,,,,,,,,
d2ca268acc716c836fbde6a0b8c19733bdfef4d84ce409549cba5bc6a9956583,c,bivariate,wow ! the red,univariate,,,,,,,,,,,,,,11.068,Kentucky,3.0,not fully sure,9.49,Kentucky,3.0,looked more cluster,,,,,0.0,,,,,,,,,,,,,,
d6766d0384199a0968f3edca32c5482cfe83fc6466ba107ba054c0020426d4f6,c,univariate,It is far easier to discern the needed information from comparing the two maps,univariate,,,,,,,,,,,,,,34.06,New York,4.0,"I was asked to assess the level of difficulty I experienced while answering the question, which pertained to a difference in high youth participation but low sports viewership. In this case, since both categories were aligned on the same key, it was a bit more confusing to discern.",7.525,New York,1.0,"I was asked to assess the level of difficulty I experienced while answering the question, which pertained to the difference between low basketball viewership and high youth participation in sports. In this case, I identified New York as fitting both categories and therefore I selected it. As this was pretty straightforward and not difficult, I selected the selection that pertained to that fact.",,,,,1.0,,,,,,,,,,,,,,
d6874c4b6ce027ad6533abadc163f8e15c0ac30defac01e112dab0bd6c842c73,c,bivariate,easier to cocentrate on,univariate,,,,,,,,,,,,,,2.799,Wyoming,1.0,clearly marked,5.55,Wyoming,1.0,clearly marked,,,,,0.0,,,,,,,,,,,,,,
da0cf8b9864f8edf3e5738edd24dbe062487a268b3c37033c4acdcb36e43b665,c,univariate,It is easier to read when there are two,univariate,,,,,,,,,,,,,,9.137,Wyoming,1.0,It was easy to locate the colors,5.463,Maine,1.0,It was easy to find the state with the most green,,,,,1.0,,,,,,,,,,,,,,
df984fb04f241ef98f181d84a6ccc92093f5940dcc0cc921ad124c984b55d3d0,c,univariate,its easy to see it this way more,univariate,,,,,,,,,,,,,,35.608,Wyoming,5.0,it was hard to see this map,9.023,Nebraska,5.0,i was a little confused,,,,,0.0,,,,,,,,,,,,,,
eaacdc1698e5920242a60641dc2afaf43ec10c38d4e200c216202f5b3d59a726,c,bivariate,because trying to correlate the information over two maps makes it a bit harder to determine which one to get,univariate,,,,,,,,,,,,,,34.751,Nevada,3.0,it is just determining which one goes where but some of the shades appear in many areas so picking one is tricky,9.259,Maine,3.0,the shading helped but it wasn't super precise since there were several areas that could count,,,,,1.0,,,,,,,,,,,,,,
f10482da79fd35093eb7b5f4a67fa844d1c0562a39da63da23d4bf553ff70327,c,univariate,easy to read,univariate,,,,,,,,,,,,,,60.039,Oregon,4.0,not to clear,11.27,Maine,1.0,easy to read,,,,,1.0,,,,,,,,,,,,,,
f188a6def160bf5a03726a16dcb697725bf84bd913d62598ac7acfa5d19ad529,c,univariate,Easier to distinguish differences,univariate,,,,,,,,,,,,,,18.999,California,2.0,not sure,4.983,Maine,2.0,not sure,,,,,1.0,,,,,,,,,,,,,,
ffc49a9364a117d5f9d5b6da7c039fae3377366feca9912f07d90938d38f688a,c,univariate,I like the side by side comparison,univariate,,,,,,,,,,,,,,4.389,Wyoming,2.0,plenty of redish coloring,4.927,Wyoming,2.0,large portion,,,,,0.0,,,,,,,,,,,,,,
fff58e2b61ab147317226a449d14f24627fab91a2b0072aba4fc167176975d68,c,bivariate,the one map mode is easier to understand.,univariate,,,,,,,,,,,,,,19.013,California,3.0,legends is quite confusing.,11.141,Maine,3.0,the shade of colors are not bright enough.,,,,,1.0,,,,,,,,,,,,,,
047c635afcb0cffa159c285255e4b9b66c255c27658f2ad828198b84c35d10f9,e,bivariate,easier to follow,bivariate,,,,,,,,,,,,,,,,,,17.443,Wyoming,4.0,hard to figure out,6.203,Wyoming,3.0,kind of hard,0.0,,,,,,,,,,,,,,
060b059ee600dff24f51afda24b368cd97a3d246d48c0d22d07819c627d29bce,e,univariate,one was too jumbled,bivariate,,,,,,,,,,,,,,,,,,7.567,Nebraska,3.0,Little difficult because some was solid and some scattered,16.413,Nebraska,3.0,Reading the gragh was so so,0.0,,,,,,,,,,,,,,
0b852047bc03949e08fecb1e90e9aa160bf09bb829a8dacee878728047d8657d,e,bivariate,It is easier to decipher one map than try to accommodate two images.,bivariate,,,,,,,,,,,,,,,,,,32.117,Maine,3.0,Two maps had to be compared.,12.888,Nebraska,3.0,There is a lot of detail in the map.,1.0,,,,,,,,,,,,,,
0cef874055a2fe39d40a5342ea99ca6c2b9591fe85217b7f649fafda39b06f44,e,bivariate,is easier to determine,bivariate,,,,,,,,,,,,,,,,,,22.0,Maine,3.0,i am not sure if i was right,8.334,Nebraska,3.0,i think i was right,1.0,,,,,,,,,,,,,,
13fc6088276ff9d77288290d2463f8973307083473167eac2aa0fcb7d541b4b0,e,bivariate,I could totally understand it better,bivariate,,,,,,,,,,,,,,,,,,18.039,Vermont,2.0,It seemed correct,9.582,Nebraska,1.0,It seemed pretty cut and dried as to what they wanted,1.0,,,,,,,,,,,,,,
1d8ac4b28bae4ea8b1d9f1fbea0ef59c492fb8b59dd5dd96c59532ff1929ac80,e,bivariate,multi colored helped I think,bivariate,,,,,,,,,,,,,,,,,,13.2,Wyoming,5.0,Its hard to really know,8.225,Nebraska,4.0,Its a lot harder because there is more colors,0.0,,,,,,,,,,,,,,
2e816fa057399a7287cd4c75c4552c16d544d37cd5352f6bdf69b3f53377b630,e,univariate,Its easier to see what is what,bivariate,,,,,,,,,,,,,,,,,,24.903,Florida,4.0,Comparing the two and trying to find what they have in common was difficult,5.803,Nebraska,4.0,Too many colors,0.0,,,,,,,,,,,,,,
3263ab538c14a6d24ae18f560eebe791f32cea02aecb99911a966eebf4fb41ea,e,univariate,It's easier to distinguish the separate values.,bivariate,,,,,,,,,,,,,,,,,,16.966,Maine,4.0,I thought I was going to be able to click twice.,4.72,Nebraska,2.0,It's pretty easy once you read/understand the legend.,1.0,,,,,,,,,,,,,,
37853971281acec6e87145279e4fc66f4954cd0b7384ac1e1d7e9dc69f9299ce,e,bivariate,IT is hard to compare to maps. It is easier to see everything in 1 map,bivariate,,,,,,,,,,,,,,,,,,39.533,Maine,4.0,It was hard to compare both maps,18.821,Nebraska,3.0,It was so-so,1.0,,,,,,,,,,,,,,
524ceb48449a34a8d0ed5649ab9dddfbb0b91cef88a55b42d89c0add68b695c5,e,bivariate,Less time to read,bivariate,,,,,,,,,,,,,,,,,,3.83,Nebraska,3.0,Cluttered picture,11.977,Nebraska,3.0,X-y chart,0.0,,,,,,,,,,,,,,
59ccdb5bf8a3225d282b29b5da54ede6448aea2f2765cc3ce39c32f85670cf0c,e,univariate,it wasn't nearly as confusing,bivariate,,,,,,,,,,,,,,,,,,11.436,Maine,5.0,lack of map detail,8.324,Wyoming,5.0,lack of map detail,1.0,,,,,,,,,,,,,,
5df6fdeac6cfca19f8f1d775c497c60a06e065bdc34d45457d05048f3ce77b8a,e,bivariate,its easier to look at and not make a mistake.,bivariate,,,,,,,,,,,,,,,,,,3.385,Tennessee,1.0,because i just read and followed instrutions.,15.407,Nebraska,1.0,it was just a matter of following instructions.,0.0,,,,,,,,,,,,,,
62673c4d742a7050b31c73a5d5102409010d963e5d1b6b9548b8bdcd795faff2,e,bivariate,much easier to focus on the data,bivariate,,,,,,,,,,,,,,,,,,13.365,Massachusetts,2.0,I think I did it wrong :(,7.666,Nebraska,1.0,the gray area (lowest) is quite clear,1.0,,,,,,,,,,,,,,
64aabdcb5af0ddc3258141cfb7c069c5d01ead5ebc993ec913d186de7ce393af,e,univariate,Easy to read/find.,bivariate,,,,,,,,,,,,,,,,,,4.49,Nebraska,1.0,Since you could see all the lightest color the best.,9.287,Nebraska,1.0,Since the lightest color and the lowest.,0.0,,,,,,,,,,,,,,
6ccc5f86c27f458b5b0797ccb66473fde56da01c561f900afbbe370add95534f,e,bivariate,easier to read,bivariate,,,,,,,,,,,,,,,,,,5.073,New Mexico,4.0,it is right,3.779,Utah,3.0,it is right,0.0,,,,,,,,,,,,,,
7a5bc1cf19df356c628a166d90363de591381d30839127376ae155041b143878,e,univariate,two maps is a bit easier,bivariate,,,,,,,,,,,,,,,,,,3.231,Wyoming,3.0,I didn't understand the map,6.313,New Mexico,3.0,Kinda hard to read,0.0,,,,,,,,,,,,,,
82caace79124a5e794b22c5dc5f85d797fdb519c10c94f8a3547b9e4e66ef682,e,bivariate,i like it,bivariate,,,,,,,,,,,,,,,,,,1.141,Ohio,3.0,hi,1.299,Colorado,3.0,hehe,0.0,,,,,,,,,,,,,,
83ffbb00b42c72c652290331393261b1bb2b621d95866cb8c8c35de66d2b84d0,e,bivariate,its easier,bivariate,,,,,,,,,,,,,,,,,,21.488,Arizona,4.0,hard,3.205,California,4.0,it was hard,1.0,,,,,,,,,,,,,,
8be2f42bf4c0c4259ad2ba9aa73648e542e41389fb72bcb4aec35740fc485764,e,bivariate,Its easier to understand,bivariate,,,,,,,,,,,,,,,,,,1.193,Tennessee,3.0,It was not easy,5.874,New York,3.0,It was not easy to read,0.0,,,,,,,,,,,,,,
93e7f6fc05be600fc0edf209a0d46769abf34be66e7ebb847833fa6c7d6d9b87,e,univariate,Two maps makes it easier to read,bivariate,,,,,,,,,,,,,,,,,,3.865,Wyoming,3.0,Because of the color shade,6.274,Florida,3.0,Florida stood out on the map,0.0,,,,,,,,,,,,,,
944f8d3788da0a0a4f7852cbb7efb05f071e7ba871301d0437244c977f18d168,e,bivariate,it shows everything on one,bivariate,,,,,,,,,,,,,,,,,,4.368,Utah,1.0,easy to identify,3.653,Nebraska,1.0,it was easy to find the right colors,0.0,,,,,,,,,,,,,,
9580539283f0edebeaa19787737c2e0524215103b6d3dea3459a4573be2986c7,e,univariate,Not as crowded.,bivariate,,,,,,,,,,,,,,,,,,5.408,Maine,3.0,I did it wrong.,8.862,Nebraska,2.0,Easy to find the color,1.0,,,,,,,,,,,,,,
95f85b6f1ae15f0ff397e409c7c5dca795a63d09ebf10504f906607e48779a4c,e,univariate,"like i said the one map looks like a map of vomit. 
it lo0ks cluttered . messy .",bivariate,,,,,,,,,,,,,,,,,,9.426,Colorado,1.0,single color maps make it easy to pick.,4.339,New Mexico,5.0,it looked like map of vomit . hard to make anything out.,0.0,,,,,,,,,,,,,,
a2a34019c6c99b77e8baa398af41c3c13b8dfe33aa6ae8de8c2869804cee6828,e,univariate,was less confusing,bivariate,,,,,,,,,,,,,,,,,,4.177,Maine,3.0,too confusing,10.079,Nebraska,5.0,it was too confusing,1.0,,,,,,,,,,,,,,
add459182c7923704ee750a1ef79fed12b386d474eb9657d1d17907efd3d4f6e,e,bivariate,Juggling the data on two separate maps was more confusing to me.,bivariate,,,,,,,,,,,,,,,,,,20.065,West Virginia,4.0,"It was difficult looking at two separate maps to determine the correct answer, especially with all the cluster of colors.",7.502,Nebraska,3.0,"There were a lot of colors cluttered together, so I had uncertainty if I was selecting the right area.",0.0,,,,,,,,,,,,,,
ae9195b7706cba9b348cfd104a872c8cbd3df0695de7341142f95887ac35d0a5,e,bivariate,Because I can see the difference of each us state in one map clearly and quickly.,bivariate,,,,,,,,,,,,,,,,,,5.089,Maine,1.0,bright color,6.283,Nebraska,1.0,Just look squares by squares,1.0,,,,,,,,,,,,,,
b8f9ff83151b21f7171e5f2782a1bb6d27b15ccabe8f57c31e8d68065c048779,e,bivariate,it is the best map for the viewing,bivariate,,,,,,,,,,,,,,,,,,2.92,Virginia,1.0,it is not difficult,5.839,Nebraska,1.0,it is not difficult,0.0,,,,,,,,,,,,,,
c10bbf42962cae9d591e3d5af057761bae9944f2b16296eeebfaa1ca9e5c28db,e,bivariate,can see both in one map,bivariate,,,,,,,,,,,,,,,,,,31.322,New York,3.0,not sure had to compare both maps,59.826,Arizona,3.0,not realy sure if i uderstude question right.,1.0,,,,,,,,,,,,,,
c44167ff13e726dd05d5f537ae69fe70b7338a316d794825f36ebebc9d6d858f,e,bivariate,It had different and brighter color shades.,bivariate,,,,,,,,,,,,,,,,,,17.966,Arizona,2.0,The color was obvious.,9.146,Nebraska,2.0,The color was highlighted.,1.0,,,,,,,,,,,,,,
cba708aef7a8495f931aa87ad2ce991602fffe6bb21e1c0703fa350ec770d66f,e,bivariate,unsure,bivariate,,,,,,,,,,,,,,,,,,5.437,Maine,2.0,high youth sports,8.205,Nebraska,2.0,gray color,1.0,,,,,,,,,,,,,,
cfcb61dd352fd279d291b1a4c6d7b8d983e2a3afc5953ff48c5dbcdc38b8a1b4,e,univariate,it made it easier not all bunched up,bivariate,,,,,,,,,,,,,,,,,,3.258,Nebraska,1.0,"easy 
",6.16,Nebraska,1.0,easy,0.0,,,,,,,,,,,,,,
e71d91966480945ee23c278b4f2ae1010ae123ba4fdae77fa7e1632705ba3f4e,e,bivariate,"Its easier to sift through the data whereas with two maps, you have to constantly cross check between locations.",bivariate,,,,,,,,,,,,,,,,,,33.45,New Hampshire,3.0,The tasks requires you to cross check between two maps detailing different statistics.,4.033,Nebraska,2.0,The legend took some time to interpret but it overall fairly easy to decipher and locate on a map.,1.0,,,,,,,,,,,,,,
e9b33bad3d4eaf71d6255c2a58c3d0974035f53ade02b119036a7f42ab832749,e,bivariate,less,bivariate,,,,,,,,,,,,,,,,,,4.722,Arizona,2.0,easy,3.171,Nebraska,1.0,easy,1.0,,,,,,,,,,,,,,
ee05ee375869b9ab375c77a7c924df9a0fd70f579dcbc395cd58b505816988d3,e,univariate,It's easier to see when the maps themselves are not so cluttered,bivariate,,,,,,,,,,,,,,,,,,9.072,New York,3.0,It was definitely easier with the maps being separated out,8.887,Utah,4.0,Time consuming to read the map key and comprehend what means what,1.0,,,,,,,,,,,,,,
ee712370231f57e144f73ebbe86f6d5a911e000f8a674060fd5435a3a5fa26ab,e,univariate,easier to look at,bivariate,,,,,,,,,,,,,,,,,,9.005,Arizona,1.0,match color,2.586,Arizona,1.0,match the color to graph was easy,1.0,,,,,,,,,,,,,,
0af3002b8c030e2a21c42b44bfe53f4800636e773f641334280ef44c9896bf00,g,bivariate,easier to read and follow,bivariate,,,,,,,,,,,,,,23.858,Georgia,4.0,because it was hard to distingouse,1.839,Tennessee,5.0,two maps,,,,,0.0,,,,,,,,,,,,,,
16452d6426be6bbd4db55612f0c4ce1600decb8b4a04e50215695942e78c8d3f,g,bivariate,It is better to find what you are looking for.,bivariate,,,,,,,,,,,,,,4.114,Nebraska,1.0,Easy to locate.,5.521,Nebraska,1.0,Easy to locate.,,,,,0.0,,,,,,,,,,,,,,
16d4bb6dd664a94c2879a97dead62c72b84408149d402274e2e9756ee223303c,g,bivariate,mmm,bivariate,,,,,,,,,,,,,,22.64,West Virginia,2.0,n,16.37,Maine,4.0,m,,,,,1.0,,,,,,,,,,,,,,
