ip_hash,user_agent,group,platform,age,gender,education,map_comfort,colorblind,robot_duration,robot_state,map1_q1_duration,map1_q1_state,map1_q1_date,map1_q2_duration,map1_q2_state,map1_q2_date,map1_difficulty,map1_difficulty_explain,map2_q1_duration,map2_q1_state,map2_q1_date,map2_q2_duration,map2_q2_state,map2_q2_date,map2_difficulty,map2_difficulty_explain,map_pref,map_pref_explain,prime_panel_participant
4e565ae5288765d7cb1e6b1da4082e205aca18078aa112cb5931f38e8f8ec1b7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",a,desktop,55,female,some_college,4,no,2712,West Virginia,11049,Nebraska,Tue Aug 30 2022 12:05:49 GMT-0500 (Central Daylight Time),13284,Nebraska,Tue Aug 30 2022 12:06:13 GMT-0500 (Central Daylight Time),2,Texas was the lowest rating but it didn't allow me to click it,20659,Utah,Tue Aug 30 2022 12:09:03 GMT-0500 (Central Daylight Time),10874,Nevada,Tue Aug 30 2022 12:09:22 GMT-0500 (Central Daylight Time),1,easy to see the colors and read the legend,univariate,easier to differentiate,630e41a5-4a55-d06b-7b86-f30f88f7645a
4f03715bad5a37e6957b429f4b97da51af21a865a55cd333d19e0243f3c641f2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",b,desktop,21,male,high_school,3,no,11791,West Virginia,16692,Nebraska,Tue Aug 30 2022 12:55:53 GMT-0400 (Eastern Daylight Time),12232,Virginia,Tue Aug 30 2022 12:56:07 GMT-0400 (Eastern Daylight Time),2,It was very easy but a little bit of trouble understanding.,14090,West Virginia,Tue Aug 30 2022 12:56:54 GMT-0400 (Eastern Daylight Time),13663,Washington,Tue Aug 30 2022 12:57:10 GMT-0400 (Eastern Daylight Time),1,It was very easy.,univariate,It has a easier quality.,630e40a3-f5fc-8912-bbcc-d1dd7f198a94
4fa9f99dfddbe4f731d1da579ee386003a5e9882f0ddf6cc61fbde279828c516,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",d,desktop,58,female,college,5,no,3816,West Virginia,16386,Wyoming,Tue Aug 30 2022 17:31:24 GMT-0400 (Eastern Daylight Time),13448,Arizona,Tue Aug 30 2022 17:31:40 GMT-0400 (Eastern Daylight Time),1,Very easy,14799,Wyoming,Tue Aug 30 2022 17:32:14 GMT-0400 (Eastern Daylight Time),10624,Wyoming,Tue Aug 30 2022 17:32:27 GMT-0400 (Eastern Daylight Time),1,easy,univariate,The two maps were easier to see,630e8104-0ddb-02ed-0eec-fb0b87f4dde4
524ceb48449a34a8d0ed5649ab9dddfbb0b91cef88a55b42d89c0add68b695c5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",e,desktop,75,male,some_college,4,no,3126,West Virginia,6104,Nebraska,Mon Aug 29 2022 17:00:59 GMT-0400 (EDT),11977,Nebraska,Mon Aug 29 2022 17:01:26 GMT-0400 (EDT),3,X-y chart,19227,Wyoming,Mon Aug 29 2022 17:02:23 GMT-0400 (EDT),3830,Nebraska,Mon Aug 29 2022 17:02:38 GMT-0400 (EDT),3,Cluttered picture,bivariate,Less time to read,630d2867-6b5c-22d4-64de-8191997f772d
5334e695a4d970a410e23730f0006e4a41b3915ea7075ae70265c9fbb956e4be,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36 Edg/104.0.1293.63",b,desktop,69,male,graduate,4,no,8744,West Virginia,20034,Nebraska,Tue Aug 30 2022 09:56:39 GMT-1000 (Hawaii-Aleutian Standard Time),38786,West Virginia,Tue Aug 30 2022 09:57:25 GMT-1000 (Hawaii-Aleutian Standard Time),2,it took a while to see both maps,14332,Wyoming,Tue Aug 30 2022 09:58:25 GMT-1000 (Hawaii-Aleutian Standard Time),42861,Wyoming,Tue Aug 30 2022 09:59:15 GMT-1000 (Hawaii-Aleutian Standard Time),2,It took a little time to get the answer,univariate,It was easier to read,630e6a8b-7091-fd95-f577-3b8231e327e1
538cd2cd722b6038fd5b9293421b62867a30d7bb72bdc8034132aace4c067d55,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",g,desktop,68,male,college,4,no,3343,West Virginia,14949,Nevada,Tue Aug 30 2022 15:46:37 GMT-0400 (Eastern Daylight Time),5613,Arizona,Tue Aug 30 2022 15:46:47 GMT-0400 (Eastern Daylight Time),4,4,8087,Colorado,Tue Aug 30 2022 15:47:16 GMT-0400 (Eastern Daylight Time),13985,Nebraska,Tue Aug 30 2022 15:47:36 GMT-0400 (Eastern Daylight Time),2,2,univariate,two maps,630e6855-e5ea-fe67-1a74-abb49ec401c1
5428387b2af90302dbc9f57e74169301fd9a0848a533876b64f53b0df1b4afc3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",b,desktop,55,female,graduate,2,no,4236,West Virginia,19997,Florida,Tue Aug 30 2022 15:39:35 GMT-0400 (Eastern Daylight Time),8906,New Mexico,Tue Aug 30 2022 15:40:15 GMT-0400 (Eastern Daylight Time),3,no opinion,10868,Arizona,Tue Aug 30 2022 15:40:56 GMT-0400 (Eastern Daylight Time),6322,New York,Tue Aug 30 2022 15:41:16 GMT-0400 (Eastern Daylight Time),3,no opinion,univariate,no opinion,630e664d-6979-68ce-1b1d-364c8046562f
55019b60163643e76dc9f1f7be1d0ac785ffd2f42042a27c0f2f89ca088cc42a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36 Edg/104.0.1293.70",h,desktop,33,female,some_college,3,no,18516,West Virginia,15637,Maine,Tue Aug 30 2022 12:10:29 GMT-0500 (Central Daylight Time),19570,New York,Tue Aug 30 2022 12:10:53 GMT-0500 (Central Daylight Time),3,the colors go together too much,10734,Tennessee,Tue Aug 30 2022 12:11:20 GMT-0500 (Central Daylight Time),2578,Maine,Tue Aug 30 2022 12:11:27 GMT-0500 (Central Daylight Time),4,i feel like i am really bad at this,univariate,its way easier to see the colors more in depth with 2 maps instead of one,630e43ea-abe8-207a-3697-2439e434f451
56114b7c275b9cfb8cfc29765addbb1d31afd26c41493309f8f3edccf8bc6ea4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",b,desktop,33,male,high_school,3,no,3717,West Virginia,18062,Nebraska,Tue Aug 30 2022 13:15:19 GMT-0400 (EDT),14450,Georgia,Tue Aug 30 2022 13:15:58 GMT-0400 (EDT),1,1 - not difficult at all,40046,Maine,Tue Aug 30 2022 13:17:15 GMT-0400 (EDT),58534,Florida,Tue Aug 30 2022 13:18:26 GMT-0400 (EDT),2,2,univariate,It’s easier to read,630e441c-630e-53a9-06f6-a5cc2d582109
566d0ab9a2f2c5a2d674806914166c5369abb5b7a5ee5fb65863eb7db0787eeb,"Mozilla/5.0 (X11; CrOS x86_64 14909.124.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",b,desktop,67,female,some_college,4,no,2595,West Virginia,6765,Nebraska,Tue Aug 30 2022 10:25:38 GMT-0700 (Pacific Daylight Time),20494,Wyoming,Tue Aug 30 2022 10:26:12 GMT-0700 (Pacific Daylight Time),3,Was not as easy to match both maps,16643,Florida,Tue Aug 30 2022 10:27:04 GMT-0700 (Pacific Daylight Time),23500,Tennessee,Tue Aug 30 2022 10:27:37 GMT-0700 (Pacific Daylight Time),3,Not sure if answer is correct,bivariate,It is easier to analyze date on one picture,630e4721-1cb9-a103-172b-9061e76a1b9d
5831b4996ef81fbf5aacee12e30091b398422e485f54f82005eab05d83b6580a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36 Edg/104.0.1293.70",a,desktop,47,female,high_school,3,no,7100,West Virginia,15497,Nebraska,Tue Aug 30 2022 15:48:27 GMT-0400 (Eastern Daylight Time),9617,Georgia,Tue Aug 30 2022 15:48:42 GMT-0400 (Eastern Daylight Time),2,not difficult at all,8520,Maine,Tue Aug 30 2022 15:49:14 GMT-0400 (Eastern Daylight Time),53956,Maine,Tue Aug 30 2022 15:50:10 GMT-0400 (Eastern Daylight Time),1,easy,univariate,its more easy to read,630e68a5-fc38-22ab-338a-133dc33bc567
59ccdb5bf8a3225d282b29b5da54ede6448aea2f2765cc3ce39c32f85670cf0c,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:104.0) Gecko/20100101 Firefox/104.0,e,desktop,75,male,college,5,no,3842,West Virginia,10446,Wyoming,Mon Aug 29 2022 16:03:08 GMT-0500 (Central Daylight Time),8324,Wyoming,Mon Aug 29 2022 16:03:23 GMT-0500 (Central Daylight Time),5,lack of map detail,10082,Tennessee,Mon Aug 29 2022 16:03:54 GMT-0500 (Central Daylight Time),11436,Maine,Mon Aug 29 2022 16:04:16 GMT-0500 (Central Daylight Time),5,lack of map detail,univariate,it wasn't nearly as confusing,630d28c2-9544-a532-127b-4443a86b1dd4
5c4d76b87406f7ed24801deb3530abf05dfed552525034f4f40c2465ccff9e06,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",a,desktop,55,male,some_college,5,no,8950,West Virginia,19766,Nebraska,Tue Aug 30 2022 16:10:14 GMT-0400 (Eastern Daylight Time),8546,Georgia,Tue Aug 30 2022 16:10:24 GMT-0400 (Eastern Daylight Time),1,easy,8935,Nebraska,Tue Aug 30 2022 16:10:43 GMT-0400 (Eastern Daylight Time),31229,Arizona,Tue Aug 30 2022 16:11:18 GMT-0400 (Eastern Daylight Time),3,cluttered,univariate,less cluster,630e6e22-1910-5a94-3d84-10eb0f20277f
5c88f9ecc65bcfae540eb8c31c2183f43069dad216e10b3eb7a2cecfb6d89f08,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Safari/605.1.15",b,desktop,48,female,some_college,1,no,3064,West Virginia,9815,California,Tue Aug 30 2022 15:52:15 GMT-0400 (EDT),7341,Nebraska,Tue Aug 30 2022 15:52:28 GMT-0400 (EDT),1,Easy to answer,12349,Washington,Tue Aug 30 2022 15:52:58 GMT-0400 (EDT),11278,Kentucky,Tue Aug 30 2022 15:53:15 GMT-0400 (EDT),1,Easy to answer,bivariate,"When there are 2 or more questions, you can answer quicker.",630e6974-efda-9f2a-9187-0cc5827fd227
5cd0305944fc0505d09d14d8cf0b4f1fdf5af756f7ed3f420efe15bfde4584a1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36 Edg/104.0.1293.47",a,desktop,43,female,graduate,5,no,6577,West Virginia,6215,Georgia,Tue Aug 30 2022 15:44:47 GMT-0400 (Eastern Daylight Time),6684,New Mexico,Tue Aug 30 2022 15:44:56 GMT-0400 (Eastern Daylight Time),1,na,7333,Oregon,Tue Aug 30 2022 15:45:10 GMT-0400 (Eastern Daylight Time),9155,Washington,Tue Aug 30 2022 15:45:20 GMT-0400 (Eastern Daylight Time),2,na,bivariate,na,630e6828-05a6-e1d1-d087-3c519c0815d2
5d89e293b0d860a3c04266a3d8aafb21aafc8be5ae86a64877b2198de79df856,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36 Edg/104.0.1293.70",b,desktop,47,male,college,4,no,5341,West Virginia,36325,Massachusetts,Tue Aug 30 2022 16:11:00 GMT-0400 (Eastern Daylight Time),33732,Georgia,Tue Aug 30 2022 16:11:41 GMT-0400 (Eastern Daylight Time),1,was easy to find,19289,Wyoming,Tue Aug 30 2022 16:12:49 GMT-0400 (Eastern Daylight Time),39871,Utah,Tue Aug 30 2022 16:13:31 GMT-0400 (Eastern Daylight Time),2,was pretty easy to find it,bivariate,easy to see the states with darker colors,630e6e25-305e-3776-d07e-795a351d5bd2
5dd4dc4c4c5b24a31768147c6d27a068c50c8fc0922749c22d27972f531047c9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",f,desktop,27,female,college,5,no,7530,West Virginia,21073,Nebraska,Tue Aug 30 2022 14:48:20 GMT-0500 (Central Daylight Time),32392,New Mexico,Tue Aug 30 2022 14:48:54 GMT-0500 (Central Daylight Time),2,Took me a second to read the legend,18429,Arizona,Tue Aug 30 2022 14:49:30 GMT-0500 (Central Daylight Time),53200,New Mexico,Tue Aug 30 2022 14:50:25 GMT-0500 (Central Daylight Time),2,two maps makes it harder,bivariate,Harder to compare data the way the questions ask the other way,630e68df-6feb-ef10-02dd-46928eddb95e
5de0739e7c19314a6d93cbfd907673b0977fe527f8ba58c1dbc8e1ab715621f8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36 Edg/104.0.1293.63",g,desktop,29,male,high_school,4,no,3641,West Virginia,26237,Tennessee,Tue Aug 30 2022 12:08:02 GMT-0500 (GMT-05:00),45328,Maine,Tue Aug 30 2022 12:08:51 GMT-0500 (GMT-05:00),1,Easy direction,23659,Tennessee,Tue Aug 30 2022 12:09:27 GMT-0500 (GMT-05:00),42887,New Hampshire,Tue Aug 30 2022 12:10:12 GMT-0500 (GMT-05:00),1,Easy,univariate,Easier,630e4359-a0a3-a789-953d-b991a20ced8b
5df6fdeac6cfca19f8f1d775c497c60a06e065bdc34d45457d05048f3ce77b8a,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",e,desktop,69,male,college,4,no,13290,West Virginia,31054,Nebraska,Mon Aug 29 2022 16:02:13 GMT-0500 (Central Daylight Time),15407,Nebraska,Mon Aug 29 2022 16:02:34 GMT-0500 (Central Daylight Time),1,it was just a matter of following instructions.,30344,Tennessee,Mon Aug 29 2022 16:03:46 GMT-0500 (Central Daylight Time),3385,Tennessee,Mon Aug 29 2022 16:03:52 GMT-0500 (Central Daylight Time),1,because i just read and followed instrutions.,bivariate,its easier to look at and not make a mistake.,630d287d-d306-2efc-d093-437dabb9127d
5f1afee8e1160c7f359eda45f60e067a22cf962ef9f38944f40fad8170ba5c6e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",g,desktop,80,female,college,5,no,5937,West Virginia,10362,Utah,Tue Aug 30 2022 15:45:39 GMT-0400 (Eastern Daylight Time),5504,New York,Tue Aug 30 2022 15:45:52 GMT-0400 (Eastern Daylight Time),3,"According to the key, the most was a dark color",15346,Wyoming,Tue Aug 30 2022 15:46:43 GMT-0400 (Eastern Daylight Time),17473,Maine,Tue Aug 30 2022 15:47:04 GMT-0400 (Eastern Daylight Time),3,You looked at the map of sports and then the map of basketball. You used the colors to guide you.,univariate,Both maps together was harder to see the differences,630e67aa-5e33-7287-a5d2-0dfadccadeb3
5f35b07c80e28b3786430d6b411e902065a6f8894a7f16120000ce699f761513,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",d,desktop,54,female,graduate,4,no,3505,West Virginia,9929,Wyoming,Tue Aug 30 2022 13:22:54 GMT-0400 (Eastern Daylight Time),29808,Tennessee,Tue Aug 30 2022 13:23:31 GMT-0400 (Eastern Daylight Time),4,There was not an exact correspondence of the two criteria and there was a spectrum of shades which made comparison difficult,16977,Nevada,Tue Aug 30 2022 13:24:45 GMT-0400 (Eastern Daylight Time),26016,Florida,Tue Aug 30 2022 13:25:15 GMT-0400 (Eastern Daylight Time),5,Trying to find the concentration of participants/watchers involved two different criteria which were not correlated,bivariate,It was easier to assess the two criteria in a given state when they were presented side by side as in the map option I chose,630e46cf-ce05-1234-35a3-7a519a01dcfe
5f996eb5b87d81e7adafd7cdd90258c9e9377493e18705d21283be2388ce6be3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",f,desktop,54,female,graduate,4,no,26591,West Virginia,18812,Nebraska,Tue Aug 30 2022 15:42:37 GMT-0400 (EDT),21572,Utah,Tue Aug 30 2022 15:43:12 GMT-0400 (EDT),3,Had to focus on multiple things,15342,Wyoming,Tue Aug 30 2022 15:43:54 GMT-0400 (EDT),12267,Wyoming,Tue Aug 30 2022 15:44:18 GMT-0400 (EDT),3,Have to look at map closely,bivariate,Easier to figure things out with one map rather than 2,630e677d-bb74-ea92-58e6-50f9d11ec2b7
60e93a0967da17e773f185c723157619b0d12fd7e057e384785a3673a40b533d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",c,desktop,32,male,some_college,4,no,1684,West Virginia,5332,Wyoming,Tue Aug 30 2022 14:53:28 GMT-0500 (Central Daylight Time),3847,Wyoming,Tue Aug 30 2022 14:53:38 GMT-0500 (Central Daylight Time),3,For these maps there was more information to search for which made it take a little longer to answer.,11879,Wyoming,Tue Aug 30 2022 14:54:33 GMT-0500 (Central Daylight Time),7944,Wyoming,Tue Aug 30 2022 14:54:45 GMT-0500 (Central Daylight Time),4,I couldn't understand that key very easily so I may have selected the wrong state.,univariate,There was two separate keys which made it significantly easier to decode.,630e6a0d-23c3-a324-2bb8-261360b70e11
62673c4d742a7050b31c73a5d5102409010d963e5d1b6b9548b8bdcd795faff2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36",e,desktop,46,female,some_college,5,no,2751,West Virginia,7939,Nebraska,Tue Aug 30 2022 14:37:25 GMT-0700 (Mountain Standard Time),7666,Nebraska,Tue Aug 30 2022 14:37:43 GMT-0700 (Mountain Standard Time),1,the gray area (lowest) is quite clear,10414,Tennessee,Tue Aug 30 2022 14:38:23 GMT-0700 (Mountain Standard Time),13365,Massachusetts,Tue Aug 30 2022 14:38:44 GMT-0700 (Mountain Standard Time),2,I think I did it wrong :(,bivariate,much easier to focus on the data,630e825e-705d-ed6f-ba92-129a3a5e2b12
633645140ceeb7c0dfc40e73e118f73547f228955733382de973acb856ae8d33,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",d,desktop,69,female,high_school,3,no,1592,West Virginia,7719,Wyoming,Mon Aug 29 2022 16:56:44 GMT-0400 (Eastern Daylight Time),4016,Pennsylvania,Mon Aug 29 2022 16:56:53 GMT-0400 (Eastern Daylight Time),3,3,11055,Wyoming,Mon Aug 29 2022 16:57:22 GMT-0400 (Eastern Daylight Time),4766,Wyoming,Mon Aug 29 2022 16:57:31 GMT-0400 (Eastern Daylight Time),4,4,bivariate,It was easier to view what I was looking for.,630d274c-454a-54fe-3a7f-4c392d329fb0
649c42ed14f77d572cdacbf59a11f26ae7a711e40912e934d8c927cd12e62836,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",h,desktop,41,female,college,5,no,1832,West Virginia,5273,Oregon,Tue Aug 30 2022 12:50:01 GMT-0400 (Eastern Daylight Time),6232,Washington,Tue Aug 30 2022 12:50:13 GMT-0400 (Eastern Daylight Time),3,more difficult with two variables,5384,Wyoming,Tue Aug 30 2022 12:50:36 GMT-0400 (Eastern Daylight Time),21473,Wyoming,Tue Aug 30 2022 12:51:01 GMT-0400 (Eastern Daylight Time),5,"it was near impossible, as the two variables were not on the same map.",bivariate,it was much easier to compare variables on one map,630e3f2b-0b7f-3bc4-4c1d-2a1eecd62886
64aabdcb5af0ddc3258141cfb7c069c5d01ead5ebc993ec913d186de7ce393af,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36 Edg/104.0.1293.70",e,desktop,44,female,some_college,4,no,1791,West Virginia,12025,Nebraska,Tue Aug 30 2022 10:33:19 GMT-0700 (Pacific Daylight Time),9287,Nebraska,Tue Aug 30 2022 10:33:35 GMT-0700 (Pacific Daylight Time),1,Since the lightest color and the lowest.,19098,Wyoming,Tue Aug 30 2022 10:34:14 GMT-0700 (Pacific Daylight Time),4490,Nebraska,Tue Aug 30 2022 10:34:25 GMT-0700 (Pacific Daylight Time),1,Since you could see all the lightest color the best.,univariate,Easy to read/find.,630e4949-d308-6867-1edd-6207248f191d
6658ab30a35390a0d38cc82f530156391521b6b724a438ab55627e4b91056bfd,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:104.0) Gecko/20100101 Firefox/104.0,b,desktop,26,female,college,2,no,1372,West Virginia,10702,Massachusetts,Tue Aug 30 2022 13:16:30 GMT-0400 (Eastern Daylight Time),18240,South Dakota,Tue Aug 30 2022 13:17:04 GMT-0400 (Eastern Daylight Time),3,it was in the middle,3276,Washington,Tue Aug 30 2022 13:17:55 GMT-0400 (Eastern Daylight Time),5518,Washington,Tue Aug 30 2022 13:18:07 GMT-0400 (Eastern Daylight Time),2,I chose the corresponding color,bivariate,It's easier to only focus on one,630e4545-8731-04fc-7032-f606e8c4ee8e
66793a9e080e1376b069b9f1c6b2c1bd89d9e2187562d4c8d8177750b7a6df45,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:104.0) Gecko/20100101 Firefox/104.0,a,desktop,64,female,some_college,4,no,1936,West Virginia,6192,Nebraska,Tue Aug 30 2022 14:37:47 GMT-0500 (Central Daylight Time),21373,Nebraska,Tue Aug 30 2022 14:38:14 GMT-0500 (Central Daylight Time),4,mouse didnt want to click,5768,New Mexico,Tue Aug 30 2022 14:38:39 GMT-0500 (Central Daylight Time),7669,Nebraska,Tue Aug 30 2022 14:38:53 GMT-0500 (Central Daylight Time),4,difficult to click,bivariate,unsure. probably habit.,630e669c-10cb-5f1d-02c0-916d66e54881
66d00bdad854e80ea5f0b28839477515a1b9e6cb281cbfa87f0f0086b42cd40b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36 Edg/104.0.1293.70",b,desktop,66,male,college,2,no,18601,West Virginia,26689,Nebraska,Tue Aug 30 2022 13:30:27 GMT-0400 (Eastern Daylight Time),13919,Nebraska,Tue Aug 30 2022 13:30:57 GMT-0400 (Eastern Daylight Time),2,ITS WHAT IT WAS,15754,Tennessee,Tue Aug 30 2022 13:31:50 GMT-0400 (Eastern Daylight Time),10740,Tennessee,Tue Aug 30 2022 13:32:07 GMT-0400 (Eastern Daylight Time),1,ITS THERE IN RED,bivariate,ONE IS EASER THAT TWO BUT BOTH ARE GOOD,630e4847-604b-aebd-604c-01c2c27f3ca4
684882ad6bbd9e453120611dadd30ad2dd230f8fb95496afe3d8fcdbb01a4298,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",d,desktop,40,female,some_college,5,no,3348,West Virginia,10866,Tennessee,Tue Aug 30 2022 13:36:15 GMT-0400 (Eastern Daylight Time),24981,Kentucky,Tue Aug 30 2022 13:36:44 GMT-0400 (Eastern Daylight Time),3,it was easy to see the basketball but not so much the youth sports,25363,Tennessee,Tue Aug 30 2022 13:37:26 GMT-0400 (Eastern Daylight Time),6837,Kentucky,Tue Aug 30 2022 13:37:36 GMT-0400 (Eastern Daylight Time),2,the darker makes it easier to find,bivariate,i don't have to eyeball back and forth between the two,630e4a21-c330-4895-1c80-bb4337e65f0d
6a87cc763c0b4eb38d74910c9d77920d20e7acc29814a29a7578834e164e225b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",h,desktop,57,male,college,5,no,6088,West Virginia,29529,Tennessee,Tue Aug 30 2022 14:13:41 GMT-0700 (Pacific Daylight Time),3174,Wyoming,Tue Aug 30 2022 14:14:01 GMT-0700 (Pacific Daylight Time),4,hard to read the color shading and the map is too small,6274,Tennessee,Tue Aug 30 2022 14:14:32 GMT-0700 (Pacific Daylight Time),2307,Kentucky,Tue Aug 30 2022 14:14:37 GMT-0700 (Pacific Daylight Time),3,easier to read one color density,univariate,easier to read and decide,630e7cda-81f5-dee4-906e-e7192979a5d6
6ccc5f86c27f458b5b0797ccb66473fde56da01c561f900afbbe370add95534f,"Mozilla/5.0 (X11; CrOS x86_64 14092.77.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.107 Safari/537.36",e,desktop,42,male,some_college,4,no,2571,West Virginia,13835,Nebraska,Tue Aug 30 2022 16:41:39 GMT-0400 (Eastern Daylight Time),3779,Utah,Tue Aug 30 2022 16:41:47 GMT-0400 (Eastern Daylight Time),3,it is right,10973,Oregon,Tue Aug 30 2022 16:42:13 GMT-0400 (Eastern Daylight Time),5073,New Mexico,Tue Aug 30 2022 16:42:25 GMT-0400 (Eastern Daylight Time),4,it is right,bivariate,easier to read,630e7552-3d0d-a8c0-8893-7d2a5f355049
6cdfae2eae86512cf7470fa000be76856325f340cd889dabf7f59c1dbfd2c34f,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko)",g,desktop,41,female,some_college,5,no,1770,West Virginia,2260,Tennessee,Tue Aug 30 2022 12:46:50 GMT-0500 (CDT),2874,New Mexico,Tue Aug 30 2022 12:46:59 GMT-0500 (CDT),1,I just randomly clicked and hope that was right,6049,Arizona,Tue Aug 30 2022 12:47:26 GMT-0500 (CDT),1241,Maine,Tue Aug 30 2022 12:47:37 GMT-0500 (CDT),1,I read it,univariate,It’s easier when there is one color,630e4c57-82fa-a7be-27e2-53835459e751
6d5e5fb5800a6c223832daab0f50ad3f561eeb77f7e1baf59a35b18998fb665b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",g,desktop,43,female,graduate,4,no,5979,West Virginia,18923,Wyoming,Tue Aug 30 2022 15:53:38 GMT-0400 (Eastern Daylight Time),12960,Oregon,Tue Aug 30 2022 15:54:14 GMT-0400 (Eastern Daylight Time),3,Slightly difficult because there were a few states with that dark burgundy color.,16240,Tennessee,Tue Aug 30 2022 15:55:37 GMT-0400 (Eastern Daylight Time),15198,Georgia,Tue Aug 30 2022 15:56:02 GMT-0400 (Eastern Daylight Time),2,This one was slightly easier than the previous one because there were 2 maps and it was easier to see the colors and choose the correct answer.,univariate,It's by far easier with 2 maps to understand the information on the legend and the colors to differentiate one from the other,630e69c2-ac29-c3e5-a8b6-7574674078bb
